slug,source,substrate,severity,prompt_injection,malicious_code,secret_exposure,untrusted_fetch,heuristic_hit_count,heuristic_flags,rationale,classifier_error,content_len,elapsed_s,stars,installs,official_badge,defender_positive
liqiongyu-lenny-skills-plus-designing-surveys,skillhub,skills,L0,False,False,False,False,0,,"Benign survey design workflow skill. No code execution, external data fetches, or injection vectors. References local templates only; includes privacy/compliance awareness.",,20000,61.94,39,1,False,False
agricidaniel-claude-seo-seo-hreflang,skillhub,skills,L0,False,False,False,False,1,malicious_code,"Benign SEO validation tool. Generates standard HTML/XML markup for hreflang tags. No code execution, credential handling, or jailbreak vectors. URL fetch is expected for SEO audit function.",,20000,22.27,3718,1,False,False
openclaw-skills-smart-updater-pro,skillhub,skills,L2,False,False,False,True,0,,Auto-update from external git + unscoped docker/pnpm shell. Cron automation enables silent code execution. Rollback support mitigates risk.,,3697,47.09,3652,0,False,False
openclaw-skills-browser,skillhub,skills,L2,False,False,False,True,0,,Untrusted content fetch + JS execution on arbitrary URLs; risk of secret extraction and downstream prompt injection if LLM-integrated.,,1227,68.55,3684,0,False,False
galyarderlabs-galyarder-framework-integrations-opencode-skills-build-fix-skill-md,skillsmp,skills,L0,False,False,False,False,0,,Benign development tool feature. Describes systematic investigation and remediation of local build/test errors with code quality best practices (minimal diffs). No risk signals.,,104,7.27,9,0,False,False
openclaw-skills-nicocabrerac-intelligent-router-openclaw,skillhub,skills,L2,False,True,True,True,0,,OAuth Bypass + auto-config-update + multi-provider credential handling. Auto-discovery performs live inference tests against external APIs; auto-update modifies config files without per-change consent,,10757,33.9,0,0,False,False
plurigrid-asi-active-interleave,skillhub,skills,L2,False,False,True,True,0,,"Skill accesses local DB of conversation history, session metadata, and re-injects via vague 'random walk' with no clear scope boundaries. Could leak secrets from unrelated conversations. Description d",,3096,53.11,14,4,False,False
openclaw-skills-sealawyer2026-zhang-construction-law,skillhub,skills,L0,False,False,False,False,0,,"Legal reference skill with embedded case library (400 static cases). Declarative content only—no code execution, credential handling, or external fetches. Benign information provider.",,327,12.38,0,0,False,False
thedanielssson88-originalbudgetapp-98,skillhub,skills,L0,False,False,False,False,0,,"Legitimate developer documentation for Swedish budget app. Standard architecture guidance, database/API routes, field mapping checklist. Mock auth dev-user-123 clearly marked for development only. No ",,20000,25.77,0,0,False,False
refoundai/lenny-skills/building-a-promotion-case,claudemarketplaces,skills,L0,False,False,False,False,0,,"Career skill from GitHub repo; no injection, malware, or credential risks; empty description is minor quality gap but no security signals.",,450,39.94,658,869,False,False
openclaw-skills-jsrt-claw,skillhub,skills,L2,False,False,False,True,0,,Enables untrusted polyfill fetch from CDN + unscoped shell via WScript.Shell/WMI; documentation of arbitrary Windows automation without safety constraints.,,8006,21.7,3652,1,False,False
mharbulous-syncopaid-conflict-detection,skillhub,skills,L0,False,False,False,False,0,,"Local SQLite utility for text similarity analysis. No external API calls, no credential handling, no eval/exec from input. Subprocess call is safe (sys.executable, local script). Benign.",,5005,36.55,1,3,False,False
secondsky-claude-skills-mcp-dynamic-orchestrator,skillhub,skills,L2,False,False,False,True,0,,"Loads external MCP servers from registry (Cloudflare endpoint, etc); executes arbitrary TypeScript/JavaScript via execute_mcp_code. Sandbox explicitly not secure & escapable. Mitigated by env-var gate",,5294,55.89,98,3,False,False
synqing-k1-hardware-fastled,skillhub,skills,L0,False,False,False,False,0,,"FastLED documentation skill with reference materials and standard content scraper. No code execution, injection attempts, credentials, or suspicious behavior detected. Official source fetching is beni",,13642,23.61,6,2,False,False
openclaw-skills-aadipapp-fsd-secure-skill,skillhub,skills,L0,False,False,False,False,0,,"Benign simulated driving skill with standard safety patterns (dual-pass verification, fail-safe). No prompt injection, malware, credentials, or network operations detected.",,791,37.2,0,0,False,False
openclaw-skills-zich-agent-agitech-lead-hunter,skillhub,skills,L1,False,False,False,True,0,,"Lead gen tool with declared web scraping and anti-bot tools (Crawl4AI, browser). Fetches untrusted external content but no malice, code execution, or secrets exposure.",,5639,57.81,0,0,False,False
openclaw-skills-askyourpdf,skillhub,skills,L0,False,False,False,False,0,,"Legitimate integration documentation. Secure auth via Membrane (browser-based OAuth, server-side credentials). No injection, malware, or secret handling issues. Explicitly recommends secure practices.",,5715,15.29,3727,0,False,False
openclaw-skills-gora050-sendowl,skillhub,skills,L0,False,False,False,False,0,,"Legitimate Membrane API integration. Credentials handled server-side; no local secrets. No injection, obfuscation, or arbitrary exec. Standard third-party integration.",,4615,30.19,0,0,False,False
openclaw-skills-gamepad64-actcore-act,skillhub,skills,L2,False,False,False,True,0,,Untrusted fetch from arbitrary HTTP URLs & OCI registries (ghcr.io); --allow-fs grants unscoped filesystem access; no signature verification of WASM components. WASM sandboxing mitigates but L2 supply,,3136,46.73,0,0,False,False
alex-tgk-saasquatch-pptx,skillhub,skills,L0,False,False,False,False,0,,"Local file manipulation for PowerPoint presentations. No network access, credential handling, or code execution risks. All operations sandboxed to local file I/O.",,20000,13.95,1,1,False,False
fallomai-lobster-email,skillhub,skills,L2,False,False,True,True,1,untrusted_fetch,External email service requiring persistent API key storage in agent memory; agents instructed to share inbox URLs containing credentials; untrusted external service dependency; credential management ,,10295,42.9,7,0,False,False
steipete/agent-scripts/brave-search,claudemarketplaces,skills,L0,False,False,False,False,0,,"Legitimate search integration with 2400 stars; standard npm install; no injection, obfuscation, or exfiltration signals. Minor: empty description.",,398,54.31,2400,775,False,False
elie222-inbox-zero-fullstack-workflow,skillhub,skills,L0,False,False,False,False,0,,"Legitimate Next.js fullstack development guide. Code examples follow security best practices: auth middleware, Zod validation, server actions, type-safe patterns. No risk signals detected.",,14583,12.33,10367,18,False,False
openclaw-skills-china-localization,skillhub,skills,L2,False,False,True,False,0,,"Teaches plaintext credential storage for 5+ APIs (Tavily, Feishu, WeChat, DingTalk, Amap) in ~/.config/. No encryption, no secrets guidance. System compromise exposes all credentials.",,13749,25.76,0,0,False,False
openclaw-skills-mupengi-bot-mupengism,skillhub,skills,L0,False,False,False,False,0,,"Philosophical framework document for AI agent memory management. Installation is benign (file copy, mkdir). No executable code, credentials, or untrusted fetches.",,4006,37.58,0,0,False,False
openclaw-skills-tencentcloud-faceid-detectaifakefaces,skillhub,skills,L0,False,False,False,False,0,,"Straightforward Tencent Cloud API wrapper for face anti-spoofing detection. Standard credential handling via environment variables, appropriate consent disclaimers included, no code execution or injec",,8935,21.59,0,0,False,False
openclaw-skills-ivangdavila-engineering,skillhub,skills,L0,False,False,False,False,0,,"Benign guidance skill for engineering advice across skill levels. Emphasizes safety protocols, professional liability, codes/standards compliance, and proper escalation. No code execution, fetches, or",,6912,34.97,0,0,False,False
openclaw-skills-tk8544-b-to-video,skillhub,skills,L1,False,False,False,True,0,,"Video SaaS integration; external API calls to nemovideo.ai for rendering; token-based auth; file uploads disclosed; no injection, malware, or credential exfiltration patterns.",,7527,61.68,0,0,False,False
openclaw-skills-study-plan,skillhub,skills,L1,False,False,False,True,0,,Educational study planner with refs to external URLs (bytesagain.com feedback/homepage). No code execution or injection vectors; external calls are standard but flagged conservatively.,,1596,19.71,3685,0,False,False
openclaw-skills-ywewanhuang-config-new-agent,skillhub,skills,L2,False,False,False,True,0,,"Installs openclaw-tavily-search (untrusted web fetch), restarts system gateway, modifies openclaw.json. User-confirmed, isolated workspaces reduce scope. Medium risk.",,3568,35.68,0,0,False,False
openclaw-skills-github-stars-playbook,skillhub,skills,L0,False,False,False,False,0,,"Benign marketing/educational content. GitHub stars growth playbook with strategies, case studies, and external resource links. No code execution, secrets, or exploitation attempts detected.",,3504,50.22,3708,0,False,False
